y,x
1.35,7.309778
1e-04,0.001
3.3,33.350231
3.228509,20.355042
0.002,0.0061
0.04,0.15
0.08,0.12
0.075,0.05
0.75,8.65
9.14,38.07592
1.62,10.818598
8.81,65.379997
1.46,23.662161
0.01,0.09
2.19,16.884912
7.98,69.389999
1e-04,0.0015
1.54,4.56
0.05,0.5
0.03,2.22
43.508987,63.059906
2.76,27.41
0.2,1.77
18.727072,71.111061
1.36,16.548527
3.68,12.430196
14.2,133.603653
0.01,0.03
26.24,400.14267
111.441269,189.060135
0.01,0.01
5.294499,18.863352
0.16,0.862943
0.11,0.37
4.57,17.849823
0.81,1.7
0.0015,0.0042
60.560001,112.099998
1e-04,2e-04
0.18,2.2
35.299999,41.049999
178.314987,142.03302
1e-04,1e-04
13.207904,13.854465
30.667753,31.017056
0.29,0.075
27.34,35.34
7.2,16.4
1.8,3.73
29.037868,35.24398
229.770004,208.449997
106.32,112.900002
0.05,0.27
1.55,4.43
26.687109,28.478527
15.39,18.52
117.280632,95.383865
0.01,0.06
38.104065,59.750351
4.64,7.741471
1.15,2.58
21.65473,5.88946
71.839996,70.650002
13.962228,22.518229
74.384239,65.657654
54.419998,59.060001
22.495825,15.698874
14.829756,8.507791
9.88,18.709999
15.431588,14.88842
41.59,34.720001
110.596237,81.791046
62.374214,50.314629
31.93,26.35
32.52,22.870001
1e-04,2e-04
10.182316,9.664796
8.06,12.25
19.969061,18.070007
0.02,0.08
11.01,14.65
71.063477,55.528004
37.98,26.57
8.76,3.11
0.05,0.22
0.08,9.68
0.03,0.01
34.355614,34.392628
14.56,11.23
57.020004,70.752876
21.792887,18.609413
0.95,2.723542
51.509998,58.07
0.03,0.4
26.959694,26.755569
0.12,1.02
27.826387,14.426167
0.57,2.64
79.589996,88.440002
4.47,13.68
106.919998,105.559998
3.38,16.040001
122.462746,97.221031
5.15,16.336725
2.090649,1.312923
1.4,3.31
22.164679,20.998253
8.23,15.27
95.566055,91.160995
0.26,0.25
95.408531,56.001717
0.06,0.07
185.070007,244.729996
33.939388,37.854736
1e-04,0.0017
0.83,0.82
2.19,0.85
159.241684,83.168907
82.109375,99.634247
17.909973,8.898535
0.72,0.91
88.400192,51.235546
1.27,1.89
16.692286,16.353636
18.781403,19.824585
0.0195,3.2
0.735,0.46
2.3,3.97
0.4,1.45
42.32,19.51
101.002831,77.739937
10.09,3.89
4.67,5.69
0.3,11.99
2.84,14.8
14.08,44.099998
1.27,0.2
45.663883,35.761623
0.04,0.0042
48.899761,43.378376
0.94,1.2
150.340683,83.739449
106.066078,115.252747
1e-04,0.0149
24.225899,6.695569
0.008,0.16
1.64,4.98
6.92,6.49
71.332291,47.617188
29.82,30.399858
30,100
11.632951,11.322389
31.56061,39.376419
30.597441,30.600658
38.712479,34.413223
3,2.1
16.427355,15.182499
21.390039,17.080717
0.0017,0.0011
0.97,2.57
21.101183,23.810938
14.66145,15.375644
28.24,33.82
3.08,2.47
61.538654,33.805725
115.687813,101.702415
96.129677,73.028214
49.443436,24.327286
20.963705,15.546821
45.760098,33.160931
110.863289,104.899185
1.75,1.49
2.272469,2.994198
26.891624,26.934883
54.961491,62.253407
1e-04,18
0.11,0.34
39.779282,33.174114
24.85,29.304649
9.938087,10.62595
5.002245,3.841788
91.002022,98.442398
34.766903,27.473747
17.141668,14.797115
4.97,6.69
107.74675,73.037003
0.57,0.25
0.04,0.07
0.84,0.9425
32.349998,20.77
0.42,0.27
55.949913,75.591194
57.060001,34.481411
0.135,1
41.856396,26.668287
0.3,0.5
0.0055,0.0129
0.95,0.39
50.359592,41.986477
10.5,11.16
15.116279,22.090067
0.09,0.04
1.32,2.22
1.239316,3.328014
0.17,13
4.18,7.41
0.02,0.29
31.129347,57.122112
0.55,0.8
0.04,0.51
1.48,1.53
2.15,2.3
9.77,17.040001
0.03,0.1
51.458118,28.911947
0.08,0.02
16.34,8.13
12.698183,7.355298
4e-04,0.0059
3.75,7.7
0.09,0.14
14.921148,21.86867
109.721909,90.840866
10.83,14.7
1e-04,1e-04
26.983856,17.089458
0.33,0.32
24.35,25.99
0.0012,0.0014
22.744106,15.812861
44.161972,27.880133
68.769997,55.119999
54.097958,18.905886
5.459995,18.339981
1.12,4.15
88.589737,74.475769
41.348499,26.792604
5.8,13.04
0.01,0.03
8.607647,3.847958
40.639999,28.540001
3.08,4.5
0.05,0.3
0.16,0.23
74.589996,33.66
31.639029,14.081637
31.300562,24.123941
43.321659,35.858154
55.7472,40.909138
32.581818,14.929805
26.533577,26.225294
47.745434,30.322569
14.318768,14.735357
18.345282,25.136383
190.899994,135.979996
56.897793,51.661114
1.46,2.82
1.17,7.96
0.22,0.25
22.45063,15.808332
19.389999,18.08
1.678592,1.735601
60.790001,50.669998
16.174822,15.510201
103.690002,69.230003
14.988079,17.401165
124.550652,82.193344
14.036634,19.115623
12.34,10
42.911678,23.641432
0.185,0.51
66.37529,43.012997
8.98,6.16
17.785587,13.781734
1e-04,0.0829
66.745056,43.293076
77.823524,63.35046
71.04377,53.774776
51.183174,36.868088
36.150002,23.15
49.59,44.740002
2.03,6.23975
0.52,1.76
12.756083,9.9015
32.106098,47.091526
0.32,0.35
40.22221,41.397743
18.311268,11.398581
32.566399,41.133961
15.96,33.830002
59.449921,65.272491
47.68206,31.855217
52.805008,48.011642
47.845013,37.93861
56.672798,75.067818
22.27,24.360001
1e-04,8e-04
49.954063,26.555902
11.843519,10.234093
8.495414,7.169836
48.509998,62.669998
51.363216,55.551041
39.568207,50.208565
8.33616,10.078928
3.75,3.89
0.0012,0.1
13.666988,27.664955
9.192952,7.03264
63.066753,49.250248
1.23,2.41
20.473381,25.661787
5.51,20.09
30.790693,38.560337
0.31,0.29
5.486167,1.991714
0.9,2.5
4.81,13.811444
3.49,3.06
69.897957,61.394325
27.556768,14.517485
0.07,0.62
0.77,2.03
80.529999,73.021935
0.01,0.35
0.0035,0.025
61.560001,57.27
0.06,0.03
30.584631,34.563694
132.608932,97.983315
12.834089,14.210583
9.1,9.169991
23.334507,17.188099
33.029903,4.939783
36.41,25.549999
0.74,169.25429
1.2,0.6
108.927277,77.192635
1.75,2.09
93.692398,64.863457
1.87,7.688338
81.006432,74.37352
43.978382,37.904926
44.482609,39.510151
20.253984,26.465357
0.0012,0.0088
4.59,4.69
0.006,0.85
1e-04,0.0034
1.18,1.19
34.209732,27.087147
0.563234,0.621753
62.778385,41.8624
0.12,0.41
3.9,7.62
44.132107,29.038391
27.870001,19.700001
18.1082,19.95792
0.32,1.88
1e-04,6e-04
62.003941,47.630802
5.004877,4.05231
105.989067,64.877647
5.65,13.98
107.545418,92.75312
65.431343,20.330324
75.566124,58.378002
98.208618,67.963966
84.105576,79.329773
16.940001,12.07
1.05,0.99
34.740002,31.48
38.240002,32.080002
31.172832,26.766287
128.547729,91.883423
86.75,71.989998
8.065275,15.057776
0.0041,0.0109
19.43,28.950001
47.667786,44.048119
3.243139,2.526842
0.13,0.52
0.219,0.34
1e-04,7e-04
0.5,0.74
27.066605,43.617889
4.15,14.19
16.799999,46.447598
64.011993,51.91325
50.583366,62.810127
7.483636,7.030176
97.248375,133.585068
63.473717,58.474533
22.243742,26.303478
65.554688,36.737591
15.23259,7.53334
0.07,0.1
98.880264,76.996262
3.22,5.23
36.784573,23.57469
12.48,12.73
6.45,5.57
1.662102,1.691845
0.26,0.45
12.624705,18.316179
0.03,1.08
0.0056,0.1
0.05,0.075
32.824734,25.541742
15.514116,21.687656
0.08,0.1
9.102303,10.105299
11.543956,12.410514
22.070278,24.650274
19.32,9.63
87.166458,59.212429
0.1,1.4
104.672562,75.60907
1.29,4.8
59.717258,40.078178
9.09893,7.03496
19.139999,16.360001
1.78,8.15
48.889999,35.790001
39.388519,27.231571
30.34758,24.623369
28.110477,18.458399
0.05,0.8
2.45,4.15
25.52,37.09
67.709999,52.59
56.959999,93.269997
66.629433,75.397186
18.41,13.74
98.981255,124.308228
95.223358,154.552795
0.17,0.18
6.39,8
17.649315,6.948459
0.14,0.27
42.415001,28.66
109.052307,109.564194
63.980293,58.906956
5.8,3.75
6e-04,0.004
28.128626,25.892353
39.397587,45.257637
9.62,15.6
59.91,79.730003
63.901787,45.047932
1.29,1.96
44.419998,116.57
8.05,39.27
61.120815,35.914406
12.480218,13.309924
30.450001,12.18
37.040001,35.98
0.001,0.063
6.95,9.394615
20.34,26.99
26.201277,25.087229
18.314175,27.823364
17.559999,29.200001
55.243641,50.0144
79.129677,51.954704
7.44,7.22
32.829052,35.195454
65.907578,93.368263
12.52,33.869999
40.55537,56.608482
54.23418,62.043285
3.917676,4.88857
13.2,13.76
62.411022,59.214703
76.268669,61.813328
17.759405,17.420923
27.967129,19.736803
1.8,2.49
21.790001,32.799999
49.998032,38.599293
24.860001,16.139999
30.563658,33.49366
0.12,0.14
162.399994,200.050003
22.604609,20.822144
11.8,1074.650024
15.24,15.8
92.528305,103.671844
10.223772,13.282872
0.19,1.111606
10.46656,5.694199
336.36969,295.613129
8.149649,11.195643
13.708566,33.958382
18.950588,20.226267
27.969069,31.442369
6.783944,6.698441
26.951485,23.154676
7.364789,6.194429
38.423145,35.886662
177.360001,124.83712
33.0373,35.621853
25.74,45.700001
0.04,0.05
51.125237,52.234478
28.389771,28.112652
13.175183,12.884765
31.273336,49.795124
4.508993,5.953785
38.618977,51.729328
37.015392,41.29977
0.065,0.1
2.88564,3.099286
1.58,0.65
1.7,6.845222
17.867537,27.647192
18.819866,16.53227
26.58058,11.447108
37.889294,45.403732
0.966783,0.771117
30.197546,34.257229
14.40872,10.203794
14.350874,19.19562
37.972664,41.216202
34.231392,46.887638
7.776767,14.404278
0.1,4.19958
0.6,0.94
5.264304,9.902486
24.879999,14.42
64.505402,62.31345
48.127853,51.69952
4.35,12.16083
20.079329,31.70759
6.829133,7.758561
7.496816,10.522134
0.0043,0.0016
4.54,3.49
0.01,0.01
13.25,22.18
42.831429,32.696533
125.769997,160.149994
0.12,0.05
0.035,0.04
2.479642,3.178053
57.818321,66.242653
0.19,0.13
72.341362,75.1707
36.500984,33.761051
27.414034,28.270206
15.959815,28.119051
8.895296,7.483594
1.710774,3.042561
77.1884,167.054764
29.750521,36.172054
21.884937,63.537243
0.14,0.09
57.405724,57.14669
11.25583,12.399806
0.15,0.51
0.08,0.3
0.2,3.2
0.05,0.13
2.88,10.32
0.04,0.11
4.339611,6.416511
31.23,31.563644
0.17,0.2
0.095,0.355
17.802938,25.184765
12.552663,11.755498
0.23,2.909997
0.07,0.21
9.174505,8.641512
27.16514,26.102451
60.493702,86.389389
0.52,0.65
0.0015,0.011
3,2.45
34.299999,24.389999
68.501694,73.519409
30.758463,47.275913
4.23,6.84
181.550003,142.149994
2,2
50.397411,55.485821
1e-04,0.14
13.951891,14.789593
113.694412,66.034203
2.97,10.79
1e-04,0.9
37.215046,31.424822
45.815487,50.042
0.002,0.03
22.969999,19.530001
0.0022,0.0043
4.143538,1.597606
93.929985,73.24649
0.13,0.06
6.12,17.65
39.103474,39.779045
8.75,13.86
10.79,15.73
71.389999,70.470001
12.54,25.84
14.001402,30.798494
17.110001,24.66
1.17,5.05
6.36,8.74911
18.979286,15.120128
47.388447,29.664946
19.647888,20.052448
1.1,1.1
76.212547,52.992397
2.613133,3.015153
37.919998,75.080002
0.01,0.01
16.525105,25.187788
27.5,12.15
64.858353,54.611465
5,4.02
0.035,0.14
11.077056,22.462225
0.02,0.31
0.05,0.8
0.004,0.015
1.65,3.47
233.665604,191.628906
0.0085,0.022
3.6,7.1
1e-04,8e-04
3.320047,6.290876
0.21,0.45
0.002,0.007
30.076393,26.516979
5.309001,13.267496
0.07,0.15
7.997516,21.079636
5.74437,18.027397
65.746582,35.438782
7.439886,18.255865
0.51,1.25
0.23,0.55
0.1,0.13
0.01,1.01
28.857754,40.923439
14.769483,12.174837
4.65,17.49
0.0014,0.0069
0.14,2.15
5e-04,0.0013
10,10.499999
0.04,1.28
0.98,2.213544
0.55,0.34
2e-04,6e-04
2,2
0.07,0.6
9e-04,0.0123
0.01,1.5
23.524416,23.80438
4.248426,8.117403
8.566125,14.711647
13.39287,28.488543
32.12009,34.641132
30.189453,43.860729
3.777691,4.776195
22.520935,27.606016
6.313626,10.583591
6.545009,10.900301
63.044117,65.281639
63.843727,26.841349
4.614165,5.052957
33.625412,51.979652
19.646713,8.177645
16.940001,40.669945
2.92,5.44
20.59,34.860001
28.213955,12.187776
8.863739,11.468086
61.233566,40.206036
8.468246,12.116594
27.59,35.150002
2.94,3.98
28.361067,30.228498
35.209999,43.950001
6.01,8.65
0.03,0.05
43.791767,43.882771
35.554649,29.697405
8.02,7.5
39.419998,49.759998
6.409173,10.218192
9.39,50.799999
90.932945,63.930927
59.863323,46.49078
8.731423,5.593478
4.01,7.774514
94.91819,66.288338
3.81,4.41
24.49,23.02
0.005,0.065
17.66647,24.451538
10.74,145.864853
6.460792,10.120005
4.7,6.968302
0.819568,1.857562
39.111019,21.007307
26.73,18.809999
0.01,0.019
5.059594,6.117534
16.059551,27.154984
24.308685,48.935764
124.374809,57.858585
24.703636,29.861504
0.003,0.02
4.44,6.43
3,50
31.177231,32.394745
27.884954,26.74254
155.730164,158.194336
0.04,0.07
1750,1409.361694
21.272873,45.021755
21.92317,19.766384
2.39,5
15.552939,26.48838
49.560001,45.799999
47.243977,54.04118
1.3,3.08
29.6,49.759998
0.05,0.029
16.799999,23.25494
4.431837,3.588379
11.936362,13.283504
7.24,7.4
60.710121,37.696945
0.0014,0.038
2.73,17.73
35.012463,27.673014
15.880134,13.231597
17,19.318468
39.465569,45.309666
38.485218,48.296814
17.999685,19.644394
13.83816,17.793898
43.14146,48.939175
31.24041,30.593603
44.239216,45.646446
38.778114,42.631092
70.915489,78.361649
36.86182,39.734978
95.482346,76.538429
5.646048,7.28312
53.912315,51.110744
15.5,12.5
18.346561,20.205414
13.411874,16.681465
59.465679,60.437576
77.280243,66.710587
61.39954,57.51194
22.469999,17.190001
94.756264,85.067184
72.965546,76.718269
23.720249,34.358471
0.33,0.5
41.555229,47.153214
37.494389,49.454842
16.250706,18.265488
128.896317,126.888992
15.818519,15.105085
66.341606,52.775959
22.646696,17.181273
13.31,14
7.676632,7.587989
20.303539,16.602819
7.012849,8.316984
57.909725,56.280212
46.462303,42.139622
16.500999,12
4.59,5.54
41.485771,39.565773
38.849998,19.440001
6.893665,16.029106
10.5,8.65
0.17,0.99
32.567947,27.500334
56.394085,59.673447
73.313713,65.914253
44.624058,35.406994
24.41,13.87
19.512974,16.957022
15.794215,12.044794
35.66695,37.612823
12.125305,15.978495
47.264126,51.514687
83.48642,82.094093
41.885899,42.389782
54.446186,46.794201
12.6,14.21
18.38739,14.836284
10.265598,6.988648
47.610134,46.343323
25.5,20.239651
5.024516,4.827516
11.454345,18.606245
11.189512,9.32991
6.95,7.13
16.457727,17.467932
1.34,3.86
1.4,3.9
12.470459,9.918885
25.134871,20.621361
0.681633,0.442668
0.007,0.02
11.448,11.114799
18.879999,23.790001
34.512253,42.120003
13.87,5.99
97.779999,31.040001
14.070211,17.048838
12.495193,10.653207
9.9,32.459999
2.47,39.18
11.76,16.639999
2.75,6.2
1.48,5.75
24.27,16.35
7.64,29.83
9.447968,10.123199
496.200012,407.380005
34.939999,33.779495
69.81044,53.795677
53.454582,48.160675
113.912544,105.157051
52.236805,39.228874
25.555826,17.869368
71.099998,57.540001
51.746616,36.510403
47.247704,37.925529
0.03,0.04
54.733856,43.202362
24.110252,23.712355
213450,187350
11.9,14.43
119.150002,96.726997
64.489738,44.499313
31.685528,35.616451
13.291945,23.322584
661.605469,720.084412
13.25,12.434478
25.293535,21.977757
64.587494,50.783112
162.580002,136.309998
194.990875,144.819733
19.543282,17.99518
37.550648,24.668943
31.129999,26.34
11.5,8.31
32.662842,33.73317
31.210941,26.877974
38.621609,42.465057
89.781639,64.673149
29.153811,36.536152
8.146269,6.517767
4.75,4.06
6.06,4.42
38.142349,43.364689
12.646686,11.311899
891.570007,596.099976
8.85,13.99
54.225563,40.070816
7.67,8.52
29.654428,25.61599
14.952271,9.762161
17.924591,14.668898
29.255226,27.290701
35.139999,22.909691
12.39414,14.999016
119.198265,94.89563
66.466606,38.908527
55.800694,47.725796
36.317413,22.230406
21.859238,20.372728
35.759945,33.524605
41.493935,35.568169
31.67198,31.877579
66.716866,53.977306
89.189293,58.018162
45.626343,33.679428
83.705421,61.269531
115.37587,80.395226
9.5,13.04
43.302223,28.454191
19.074175,14.201928
17.573175,11.75481
46.520176,35.008305
55.45351,39.544327
2.7,2.85
802.599976,598.239075
79.466858,63.850906
34.633438,24.047241
0.2,1.2
0.61,29.99
0.08,0.2
37.710884,26.564478
20.515524,16.796232
1.75,1.18
5.14,9.46
15.96,19.450001
14.52,13.290447
28.82,27.43
10.5,14.829246
37.803223,27.526064
188.169998,186.740005
20.219358,15.712973
20.980566,18.844265
35.599998,30.074862
24.559999,29.68454
27.530001,29.940643
33.5,48.5
4.9,4.601046
116.998489,117.110619
53.59,51.5
21.589941,21.388767
2.825317,1.904574
35.639999,36.869999
0.42,2.8
144.290848,125.720207
7.05,5.8
2.89,3
0.205,0.43
0.012,0.75
35.991867,43.307854
0.006,0.0051
13.25,0.1
34,19
20.57,33.830002
25.059999,18.4
0.238566,0.210539
13.95,11.055371
0.05,0.07
36.567436,41.97596
33.984348,25.862322
22.637981,16.593861
1.76,5.08
46.0648,40.093094
8.22,15.13
13.04,17.799999
2.55,3.518787
7.59,4.76501
7.56,6.08
14.96,10.506171
5.85,6.42
13.681519,19.588734
53.469963,43.348553
0.16,0.46
0.99,1.8
75,40
2e-04,4.8
0.855,1.55
23.76,17.469999
11.97,8.814999
1,2
0.75,0.49
145.509995,128.970108
105.889999,142.710007
17.15,19.25
0.02,0.18
4.31646,4.353588
0.34,0.4
19.552977,14.700024
24.882843,21.337814
29.441647,22.839428
24.24,17.75
6.265331,6.412371
9.95,7.974542
11.595325,8.790669
33.997593,32.826408
41.390289,39.254036
4.82,5.04
5.66,6.13
11.709599,10.665585
21.029633,16.893793
25.366766,26.856436
6.8,6.25
37.630085,30.551888
28.49,24.462456
14.510716,12.995988
16.799999,10.25
16,16.5
13.395832,10.370326
19.394087,17.304655
19.622051,16.181686
6.43401,7.816075
9.25,6.03339
46.906261,40.954483
2.52,2.02
12.4,7.5
9.19,6.13
13.28,11.22
5.95,6
28.364277,18.97777
48,36.099998
22.567564,21.133369
23.178539,16.654379
15.815063,13.13499
28.648996,21.275499
18.689329,18.17062
250.495728,237.8573
19.569069,15.12682
8.857979,7.571201
4.4,1.88
10.95,7.6
10.162674,11.168962
15.256272,13.473634
0.16,0.2
27.969406,22.777386
12.03,11.3
0.18,2.4
15.773441,15.647874
21.398645,16.664263
0.1,0.65
33.759548,33.402431
9.8,6.92
17.913589,16.70956
18.410921,16.029713
4.67,11.2
2e-04,0.015
0.0032,0.013
37.718967,43.765026
18.416693,15.029167
18.420181,16.209356
23.368877,19.366123
27.372074,23.151098
15.79,11
8,7
5.05,4.55
11.91869,9.397658
136.119995,125.589996
32.990414,20.557793
11.766957,9.107912
25.65921,26.11447
15.300739,9.793795
11.7,12.265455
28.691484,22.907368
5.72,18.809999
15.398707,13.584485
20.971741,19.955551
6.12,3.86
18.963387,14.518774
24.277018,23.689201
36.07597,28.019094
18.333179,18.857201
18.91,23.200001
21.737303,13.488217
29.272886,29.607426
32.410049,23.373398
1.77,1.59
17.734488,17.095587
8.79,5.95
8.27,6.3
35.245926,30.068474
23.237665,16.015972
8.95,7.823588
19.212389,11.366021
44.543121,40.08176
29.6306,21.964664
20.468266,17.512873
37.250935,35.636482
15.264058,10.317536
37.300655,30.336557
23.688856,17.955088
6.81,6.4
26.87871,22.53367
8.836523,7.385091
14.639509,9.618567
16.452684,21.474987
20.163074,16.02215
22.700808,22.461823
8.7,4.2
7.077899,4.806422
17.900784,16.482189
33.745441,31.354696
23.246284,22.145678
23.321983,20.717005
23.675356,19.574352
17.84388,16.261347
33.732693,22.550663
1.2,1.25
31.853861,27.274403
14.3,17
44.049999,37
9.401917,9.385254
14.398418,12.360223
10.887296,13.461247
30.166056,25.334257
6.200709,4.81329
19.809999,17.557627
20.815632,16.023645
32.119762,29.481171
22.134771,17.679518
24.939144,18.065729
20.297895,19.580624
0.61,0.36
21.33666,20.019939
11.956375,13.639359
7.150374,4.587409
10.9,8.9
88.126068,68.801476
19.255054,23.088915
0.003,0.01
38.582031,30.42662
44.554943,30.358109
1.59,2
10.197509,7.941502
24.315701,16.184841
10.375785,8.375147
17.155315,11.838485
40.059299,40.369987
8.884689,7.598958
22.890278,17.358835
44.136517,47.552124
31.50584,30.300951
10.833029,7.899484
2.96656,3.726486
24.372372,20.350647
26.140097,23.193932
19.524168,21.835545
32.679512,23.613703
9.741524,11.563182
13.629602,11.939094
7.75,7.027325
11.261044,12.540745
30.011034,24.497631
5.51,4.88
27.614609,25.534121
132.960876,124.869774
19.389702,17.806189
39.279636,32.152153
38.696121,33.088509
46.950947,49.536434
21.031935,16.538448
17.282883,16.096493
19.971169,18.802544
13.925801,12.725128
16.201183,18.241259
23.629999,18.972731
9.05,8
38.95174,36.315487
17.589327,21.846806
24.456415,23.216328
31.962105,27.553131
2.75,2
24.065029,21.127481
31.126055,25.160021
18.635464,16.512094
8.727637,8.35989
25.47506,22.941172
6.073917,5.883527
7.72,6.638319
21.613258,16.897642
13.185883,11.697296
18.569698,15.566859
14.647605,12.279712
1.85,3.03
18.33,15.78
24.293423,20.932354
8.05,7.49
45.419415,37.102386
13.221452,10.806867
17.304758,16.549507
26.298647,22.580158
9.982706,9.942618
109.69072,114.401588
9.88,8.2
7.984076,4.553574
29.195959,29.684683
14.638219,13.356236
26.55517,22.515968
10.591311,9.266454
20.106607,17.123558
26.767855,25.730341
17.413073,13.696234
3.5,3.25
16.612129,13.475843
17.155693,16.044168
13.091126,10.602898
13.01,12.8
16.81571,21.45027
9.03,13.201116
36.597485,38.57003
8.725765,7.448582
29.460325,25.279711
11.920134,8.221015
4.21,3.85
2.13,3.3
25.379442,22.151146
31.214714,24.438242
18.830132,21.284777
7.55,6.198346
24.080021,18.210938
5.724851,4.997285
20.700628,16.792397
12.430699,8.408092
18.905344,14.372049
28.120724,25.221268
63.191444,45.267982
5.944055,6.363081
9.433309,7.705695
28.061108,20.712372
19.152534,18.560818
9.320528,9.294495
36.625141,34.297779
35.398586,29.101259
19.127071,18.807297
19,14.64
8.363837,7.096777
21.910885,17.254601
12.613215,9.858671
29.700001,25.541672
10.16,9.23
17.297207,11.230139
67.363281,56.36541
48.716473,43.027515
13.15,14.426802
5.71,5.6
28.000532,24.050179
21.505667,18.922441
11.03185,11.015014
25.888462,24.720533
14.3,12.56198
10.218614,8.787176
6.736981,6.705451
21.17,18.4
17.084929,14.743716
12.005809,10.429268
568.723,398.8
6014.743164,5513.212891
13.052481,9.689416
27.69795,26.258862
1252.022461,1614.862427
28.707552,24.197567
24.999023,15.817813
24.842939,26.334129
21.717463,22.16489
9.840058,7.464735
17.334959,15.699267
3,3.6482
27750,13258.245117
0.72,0.6
0.65,1.16
23.547722,23.913574
9,7.95
9.157066,8.934248
15.904713,12.608989
6.95,6.001983
7,6.21
21.370001,16.139999
6.25,10.39
36.2299,38.622021
8.81,6.22
29.819223,24.965958
17.904087,14.96214
13.022611,10.015807
102.050003,128.779999
25.714016,19.987164
25.045448,24.638861
15.52094,16.956657
4.90099,5.21893
15.509986,13.447614
47.902122,49.773941
33.380001,24.6
24.087147,30.374142
25.87998,19.644754
6.04,4.49
27.813126,21.323292
21.108694,24.035709
41.646,32.837822
32.738522,37.415554
30.64319,24.783909
20.144316,16.922831
14.819203,10.754796
13.721312,10.381516
16.139999,11.897551
8,4
34.715004,34.56522
6.653015,6.335639
14.978004,19.178379
12.76801,12.207973
26.289305,22.348894
14.824034,13.620646
16.246916,12.122718
15.562039,14.148161
12.97575,11.816935
1.86,2.1
22.589952,33.775444
50.679153,66.324966
27.28434,57.661411
7.497908,15.663797
21.829426,16.069347
0.0101,0.01
6.608643,6.395446
19.786705,13.651291
48.783493,36.546173
1.21,1.17
15.486709,13.113182
7.746841,10.477118
25.453703,20.909924
25.224804,19.589979
29.811012,23.363304
19.200001,17.049999
22.630014,23.047194
7.984594,7.095126
8.064134,8.666574
22.035845,17.084791
56.370407,53.538986
53.877747,64.578644
11.729898,11.111883
2.45,2.8
54.256886,71.78833
26.847715,19.472801
14.263861,10.563119
29.277048,29.246826
36.708244,28.394926
14.821102,12.284055
30.610928,26.073778
24.402693,23.708467
24.62348,18.01387
16.069529,12.396564
10.072283,11.644975
27.151794,23.89798
45.854771,62.745125
23.785078,16.94574
5.25,6.2
14.911715,17.03805
6.7,5.06
38.380001,64.940002
51.201435,61.943054
17.896532,13.943165
12.27146,12.557429
14.68,16.050497
100.875793,77.913925
9.705212,8.254897
4.376669,3.680389
15.400267,12.794084
6.48192,5.621294
10.492289,10.814017
10.952379,8.559409
1.64,0.56
25.702293,23.51659
13.754036,12.890425
12.791823,10.804398
15.978447,18.183367
30.386341,26.14723
10.225063,10.641379
44.96122,19.077309
7.67309,5.940007
29.737473,25.271675
15.689108,13.849155
9.844701,12.712509
8.248158,6.661351
18.709755,12.340334
11.540558,12.312291
6.961082,7.492047
9.66,14.76
60.018852,44.616505
8.31107,9.114081
6.485775,5.945415
45.346264,30.851896
4.103602,4.007884
21.669626,17.916029
12.402692,17.245024
4.7,8.8
99.091347,75.402214
2.871408,6.27095
12.555062,16.922365
10.532076,15.361607
18.093708,18.940508
9.91,14.27
9.600776,8.160185
93.24131,83.665474
1.169732,3.444832
12.080242,11.728956
14.094127,12.924822
31.578909,33.615059
67.772781,52.894527
30.335787,21.60087
28.892973,20.438414
44.264801,33.358589
12.57614,10.819454
64.966148,53.204403
34.099808,28.8379
19.362745,23.559088
17.199917,18.441679
33.345406,26.84845
54.99025,37.127689
61.61882,53.882458
6.103156,9.044936
20.776415,17.781345
25.534548,22.548965
9.832859,10.56016
7.983925,8.614501
20.640375,20.631496
16.264843,18.1187
2.37,2.083495
24.326117,27.123484
28.196449,30.709875
22.151043,23.621838
4.96698,5.664972
13.882681,11.861226
17.591143,20.291008
32.824848,16.024336
38.984116,28.874233
22.221714,15.334265
59.294735,57.093285
91.717186,44.650326
22.426569,18.132839
0.00119,0.0021
11.596747,8.272982
43.446838,37.363358
271.522034,156.863892
19.748175,20.574068
23.111467,17.411196
89.515617,66.638847
125.832047,104.105797
70.010002,28.747496
25.736914,23.946634
86.925598,47.092262
39.63958,20.815025
8.867386,11.402334
10.270542,10.726782
47.014347,34.864594
28.541838,21.848421
61.162373,55.471462
32.666267,32.268021
23.092319,19.091507
15.325682,16.356665
19.901035,15.34889
28.647312,21.377645
11.628283,25.169266
46.300541,33.94413
17.536497,15.815168
41.184563,27.930706
20.185408,22.278803
187.330795,121.84462
78.625252,58.419781
9.421494,9.757086
6.266263,6.355216
40.893784,26.758354
11.25377,11.660185
71.92141,38.112694
70.507675,45.852459
230.520309,158.968658
20.049999,17.433529
5.259585,7.790804
100.620667,62.04834
10.88336,9.329931
4.382373,5.140211
58.852158,45.545422
6.25,11
14.627731,14.608834
70.407394,40.715332
7.524592,7.842796
37.600445,23.519167
373.273529,330.256195
39.449268,31.737604
11.303412,14.764072
7.131845,5.681894
17.404594,14.891147
64.935234,45.900928
28.240982,20.501335
154.144012,107.56636
29.355341,20.615486
19.389551,16.354137
9.75,15.759674
25.641623,24.172863
28.043987,19.703621
26.856977,20.959877
21.454992,16.385956
17.605543,14.464394
61.365242,36.529549
73.906929,47.40382
19.782436,13.554391
15.530495,12.147071
52.165894,43.667984
204.481598,142.58345
95.542603,94.960648
35.776337,32.18816
70.08223,61.583775
77.900345,54.426723
20.480862,18.057178
36.837212,26.981283
1.169732,3.444832
12.218082,6.82442
