y,x
11.36,9.5
1.65,0.85
0.51,1.65
28.857983,27.008791
11.46,3.144945
17.768475,19.812449
0.0445,0.055
20.389999,8.23
1.38,2.236929
1.93,3.77
3.33,3.46315
123.193947,34.974621
67.800003,36.560001
10.836946,11.185476
0.07,0.18
7.23,7.27
5.15,6.95
22.73,11.66
19.110001,9.01
27.809067,21.0172
10.610339,9.007372
2.98,3.71
33.709999,16.030001
32.631569,25.58746
42.049999,45.650002
0.48,0.58
8.86,8.78
96.989998,32.650002
10.62,8.24
0.06,0.3
0.15,0.27
7.285421,7.277722
48.708874,36.19743
11.187597,13.67251
4.41,4.22
56.239738,45.04525
6.21,11.87
2.35,2.8
44.799091,36.538826
22.190001,27.41
8.73,7.45
4.6,10.721642
4.75713,3.235463
7.87,13.01
4.3,3.98
13.1,17.68
12.06937,12.179843
10.88,6.93
1,0.9
0.48,0.18
8.909889,5.895057
32.939999,24.66
1.39,4.11
3.4,44.200001
5.63,3.36
38.245861,53.571724
1.36,2.77
1.2,1.2
4.45,3.66
17.59,30.25
1.38,1.98
9.8,5.06341
44.990002,39.060001
93.878113,23.358763
0.05,0.05
23.280001,10.08
16.500008,39.750019
21.310148,15.512451
0.001,0.43
40.336327,43.13892
1.46,2.79
7.85,7.65
1.9,1.2
26.860001,14.79
18.73,18.23
33.009998,19.280001
0.03,0.61
0.2,0.2
44.299999,49.220001
13.17,38.200001
7.098591,5.930531
10.316135,10.843704
7.66,9.32
23.860001,14.58
4.92,5.16
39.615089,37.262268
0.01,0.24
92.041084,62.279335
8.56,20.559999
41.255604,35.938095
50.884563,25.313128
55.544498,43.373402
19.632166,13.698869
1.31,4.68
3.3,0.25
10.37,5.22
2e-04,3e-04
58,41.349998
27.030001,27.65
0.595,1.75
9.55,7.42
7.58,6.93
8.6,40.099998
5.047323,3.485672
2.24,1.54
115.870003,16.6
6.61,6.85
16.935635,15.284883
11.8,8.72
10.07617,8.769428
2.87,2.37
16.322752,14.682747
0.004,0.0025
9.647681,10.992225
24.65,69.900002
17.559999,9.83
5.91,6.35
14.82,9.53
2.34,1.3
2.2,6.32
92.220001,60.900002
50.931446,42.685318
10.41,11.67
75.422058,47.656536
13.68,15.36
12.49,8.93
2.3,1.19
17.113804,21.870667
8.25,7.65
1.77,8.42
4.74,3.612476
0.56,0.73
0.89,3.181245
50.84,37.040001
18.964302,15.991966
33.548519,18.300869
15.92,29.219999
1.724211,1.947904
47.709999,28.950001
25.879999,34.759998
6.29,5.36
18.51,13.24
0.59,0.95
13.09,9.75
5.7,12.3
7.231178,6.221814
23.67,15.78333
0.08,0.05
14.34,6.83
50.580002,35.389999
0.07,0.12
0.25,0.01
12.46581,11.537393
574.429199,142.846069
1e-04,0.02
0.105,0.2
22.059999,11.89
0.09,0.07
0.01,0.1
52.229973,25.325109
0.07,0.1
3.2,0.45
7.793766,5.976595
9.75,15
1.800001,4.800002
3.42,5.76
0.31,0.21
0.75,0.48
0.16,0.2
0.005,0.01
0.1,0.19
25.753031,19.912838
27.966406,26.095133
58.146675,34.57272
3.65,3
14.01,20.52
2.55,3.01
36.349998,27.08
1.42,0.73
4.89,3.63
0.3,0.05
0.05,0.05
37.830002,35.610001
1.32,0.6
6.778057,9.570775
9.478978,3.811119
139.539993,74.620003
0.03,0.2
3.37,2.08
0.01,0.03
0.05,0.08
0.08,0.16
89.129997,82.190002
0.43,0.21
16.578251,11.682494
2.16,2.36
32.594589,29.728952
69.199448,48.091976
38.81601,35.718388
6.17,11.006419
25.981911,28.830158
29.683832,27.787098
19.549999,17.25
18.616884,14.101329
16.620001,8.76
4.25633,3.394148
0.03,0.09
3.7,13.721727
7.23,15.36
17.01931,9.244664
0.012,0.01
44.196819,42.728188
54.277393,46.316753
1.09,2.19
13.07,16.02
6.733752,5.551923
38.630001,25.18
16.379789,11.921709
15.716086,8.375255
59.128353,57.714649
0.03,0.08
14.198365,11.586492
4.14,1.944
50.784618,36.325371
17.110001,15.35
62.060577,47.083752
0.0415,0.06
0.163,0.15
2e-04,216
3.1,4
17.406019,7.511074
53.035233,37.830414
2,2.81
27.826143,29.246416
7.610765,16.416481
0.37,0.3
4.25,7.59
6.722221,8.837235
0.4,0.46
25.93,27.299999
0.04,0.5
4.1,6.2
23.99,21.59
3.37,5.96
12.258392,17.440138
0.06,0.05
28.626947,24.756414
1.350001,1.500001
42.331738,27.402075
32.395679,26.874174
5.52,6.8
0.06,0.01
13.258692,17.518385
11.48,12.667435
32.220001,20.90724
0.0026,0.0054
0.15,0.3
37.220001,39.709999
5.725028,9.508541
20.159992,619.199768
52.867718,26.934803
0.06,0.04
163.306458,105.034447
0.19,0.21
84.072128,73.799332
122.140991,98.395081
101.032944,68.848343
17.91,25.77
82.129997,66.400002
35.506168,20.987417
3.31,3.64
17.249977,12.207906
6.614106,16.889965
1.8,9.5
0.37,0.28
6.29709,7.175041
39.740002,20.630266
2.4224,1.467609
7.14,6.15
0.9,2
4e-04,0.002
74.110001,28.950001
16.119297,12.085225
64.192772,40.923958
88.57,60.009998
2.07,4.290716
2.01,10.8
9.21,8.15
154.711868,177.39386
6.942587,7.333719
75.824699,72.812973
2.604445,1.321827
11.13338,4.407871
27.540001,36
16.23,13.65
0.494069,0.16469
1e-04,0.56
0.32,0.07
34.029999,45.290001
19.040001,13.7
3.550641,1.657602
80.5,43.580002
3e-04,0.006
0.48,0.3
24.379999,17.559999
7.005804,5.767766
28.320627,23.26453
15.87,25.940001
47.939999,25.780001
2.09,0.78
12.264996,8.333409
10.614926,8.957732
20.26,12.84
0.38,0.5
0.3,0.32
9.017356,5.994586
46.072189,47.319656
3.171479,3.757081
31.521765,25.301693
13.297368,9.668713
26.08271,21.138857
35.202728,34.66555
6.08,2.9
4.624833,14.775344
41.810177,28.833094
0.38,0.23
47.66935,39.755222
30.575529,26.99637
10.079996,14.639995
10.085096,7.261349
6.517723,5.598222
2.35,2.98
38.447037,35.849659
0.08,0.11
16.965685,11.092319
15.003839,13.995592
51.519966,37.658146
21.784035,24.996231
0.8,1.3
24.570618,26.698977
25.659,21.597996
0.08,0.21
39.71806,29.721878
0.0012,0.0065
0.03,0.08
98.177002,80.143364
10.421309,10.100251
7.720706,11.749315
5.8528,11.366913
0.015,0.08
35.443367,25.771339
33.94363,27.28429
40.313267,32.910564
36.131966,29.756277
29.713369,23.845491
39.20599,31.430096
54.068104,40.960217
2.436092,3.614594
39.994106,47.969475
18.299999,20.01
19.84063,16.950207
32.949356,25.307869
9.733665,10.40088
60.661572,53.051216
68.34774,52.689831
77.083229,62.935944
70.296631,61.781101
57.989948,45.615341
35.097805,34.195343
8.99,8.48
12.95,1.95
66.950996,58.016033
0.03,0.4
32.141941,32.868416
35.714214,28.534807
0.05,310000
24.919956,21.43969
28.450272,23.098591
1e-04,1e-04
43.426529,33.846668
0.02,0.006
59.920898,47.863285
32.957615,28.824116
21.549999,12.63
0.21,0.6
28.344234,33.705791
40.110813,22.377954
15.25,3.34
50.424858,40.733883
59.514523,52.495533
34.622066,28.476841
0.12,0.19
30.098927,27.427757
0.33,0.6
52.39801,45.70319
42.260414,38.547203
0.0444,0.5
0.439773,0.496759
12.301054,11.481056
21.960485,20.321573
0.03,0.03
47.130657,39.172482
0.003,0.0055
33.197811,26.549316
10.844338,16.126308
41.292297,35.179104
53.604866,40.324013
18.133329,21.48386
0.35,0.32
50.074936,36.636551
0.15,0.6
5.76,12.91
19.274315,20.166441
27.821194,20.11721
41.788109,39.086304
35.037235,39.290516
36.833099,31.160088
19.548227,16.981068
23.04582,27.106604
9.324603,16.997572
54.46254,45.492283
34.010094,36.693176
4.083806,1.801632
15.832024,13.191981
53.850109,40.9785
37.521538,29.669012
50.509659,39.456402
24.686319,25.004471
20.686323,20.892847
8.2,4.62
20.820848,19.922485
5.012038,9.690496
32.930134,27.250069
11.732973,10.944684
21.984068,19.027008
4.74,5.77
28.957582,25.676796
20.738461,19.413334
0.12,0.17
0.0015,0.002
0.03,0.04
0.1,0.25
0.01,0.01
0.05,0.21
0.18,0.5
0.390476,0.381749
1.39,1.02
0.02,0.04
0.18,1.04
0.3,0.24
0.15,0.1
0.01,0.04
0.53,0.59994
0.31,1.37
0.55,0.5
0.8,1.22
0.07,0.25
0.03,0.150008
0.02,0.11
0.12,0.07
0.04,0.05
0.03,0.1
0.12,0.44
0.045,0.06
0.16,0.18
0.02,0.05
0.24,1.7
0.02,0.12
0.08,0.1
0.08,0.05
0.49,0.74
0.01,0.01
8e-04,6e-04
0.08,0.25
0.07,0.02
0.04,0.09
0.15,0.21
0.12,0.17
0.03,0.2
13.359396,23.112501
0.03,0.05
0.006,0.395
16.795,19.850763
0.13,0.16
0.04,0.04
0.02,0.02
0.07,0.11
8.28,12.25
8.384351,6.852385
0.47,0.3
0.28,0.14
1.4,0.8
0.07,0.09
0.11,0.360007
0.005,0.015
8,10.2
0.0124,0.0085
0.01,0.04
0.03,0.01
0.04,0.05
3e-04,7e-04
0.19,0.09
0.08,0.03
0.13,0.04
0.37,0.32
0.71,1.45
0.04,0.4
0.02,0.1
0.15,0.12
0.04,0.59994
0.03,0.09
9.488973,12.867678
105.509857,57.848125
26.87488,28.702805
2.52,4.926585
0.04,0.02
9e-04,0.003
2.28,7.08
7.31,5.52
0.003,0.1
28.35,21.040001
0.1,0.15
0.16,0.28
51.84,30.83
8.65,6.55
1.4,1.18
44.391716,44.71624
29.867119,14.656238
1.1,0.64
45.683338,33.694168
y,x
130.132278,80.423691
98.942009,76.568062
13.350395,24.604956
0.03,0.05
55.085735,35.11483
1.86,3.197727
10.144726,13.892589
50.301826,49.723457
0.13,0.32
7.91,12.44
0.64,2
94.890152,92.038254
0.0033,0.0077
24.000021,25.112722
31.624454,26.391468
7.03,19.299999
0.02,0.26
67.469559,71.57608
103.758522,171.321213
38.994701,38.331318
60.54623,46.787186
0.28,0.41
27.97455,22.372276
8.27,8.21
5.6,7.81
81.811211,65.01297
0.24,0.45
33.330521,25.023993
22.122099,14.165512
135.251541,94.438416
1e-04,0.45
103.4645,83.739212
58.208355,47.17725
5.91,4.62
6.975724,12.154273
59.431099,46.696239
0.0036,0.885
14.500142,21.92465
3.809996,2.519997
8.25,7.95
70.159012,70.926926
41.458817,64.047531
9.885737,14.754842
2.41,27.601381
15.782121,16.017447
0.04,0.09
23.91,30.02
51.637234,45.575714
53.601669,43.95686
0.42,0.51
102.256012,108.936989
1.51,1.51
41.800213,33.551094
12.92,7.8
2.685102,18.287855
0.25,0.42
0.03,0.07
0.01,0.01
0.06,0.29
0.17,0.67
0.63,1.77
0.4,0.5
0.1,0.9
0.03,0.1
10.598887,28.012503
0.07,0.05
0.22,0.55
0.03,0.17
3.698977,2.877494
2.819503,2.742638
26.491398,26.537663
0.4,0.63
0.03,0.09
0.02,0.15
0.05,0.1
24.263067,29.075449
31.992416,30.781717
2.87,3.214452
0.04,0.05
0.125,0.16
0.72,1.83
0.08,0.13
0.02,0.17
0.04,0.14
0.04,0.1
8.12,13.333629
2.16,2.98
1.65,2.84
0.015,0.38
0.43,1.36
0.16,1.35
0.07,0.3
0.31,0.37
0.05,0.2
0.07,0.1
0.05,0.07
0.04,0.08
0.23,0.12
0.01,0.08
1.54,2.8
0.24,0.015965
0.18,0.033462
0.035,0.04
0.025,0.06
0.23,1.22
9.090773,19.458799
6.905213,18.528044
0.13,1.2
0.005,0.06
0.03,0.21
0.01,0.31
0.06,0.08
0.04,0.13
0.1,0.4
1.64,0.05
6.50877,6.1243
0.01,0.01
1.84,5.02
0.01,0.01
0.08,0.2
0.03,0.015
0.55,2.13
0.01,0.01
4.47,9.9
0.08,0.12
0.03,0.07
0.5,1.04
0.84,0.81
1.083337,5.115144
2.29,6.61
1.42,1.54
0.45,0.72
0.02,0.04
0.15,0.7
0.01,0.175
3.93,8.917985
3,8.499896
0.11,0.1
0.06,0.11
0.01,0.04
5.7,8.2
0.37,0.32
0.14,0.32
0.03,0.06
0.56,0.9
0.43,0.86
2.7,0.809992
55.924309,46.049561
0.01,0.01
0.1,0.21
0.07,0.82
0.08,0.2
1.34,1.15
0.04,0.13
2.324964,7.610453
0.34,0.64
0.02,0.13
0.04,0.02
0.01,0.01
18.01226,29.112457
13.679386,27.611378
0.005,0.01
0.0023,0.0041
0.24,0.58
0.19,0.55
0.4,1
0.06,0.15
0.55757,0.370657
0.08,0.05
0.0132,0.2189
0.01,0.2
4.04,2.27
0.910357,3.582057
0.05,0.09
0.02,0.06
0.05,0.120002
0.02,0.07
0.03,0.3
2.21,6.32
1.67,6.02
0.075,0.15
0.27,0.17
0.3,0.61
0.22,0.4
0.04,0.60003
0.035,0.35
0.1,0.1
0.69,1.153721
1.79,5.5
0.09,0.4
0.07,0.01
0.01,0.04
0.09,0.16
0.07,0.2
0.0049,0.034
0.07,1.68
0.07,0.29
0.3,0.4
0.03,0.07
0.02,0.05
0.22,0.2
0.1,0.3
0.01,0.02
0.05,0.2
0.39,1.02
0.08,0.1
0.25,0.26
0.19,0.24
0.08,0.09
0.09,0.11
0.1,0.33
0.15,0.3
3.03,7.1
2.3,6.74
0.1,0.22
16.982269,30.734064
1e-04,14.78
0.03,0.06
3.73,2.74
0.04,0.8
0.13,0.09
0.075,0.2
0.025,0.35
2.285957,1.806001
0.06,0.479981
0.01,0.19
0.02,0.02
0.125,0.195
0.1,0.06
0.105,0.3
0.06,0.11
0.002,0.0072
4.35,7.020006
0.42,1.14
0.01,0.01
0.005,0.045
0.09,0.14
2.39,2.65
3.81,5.99
0.03,0.08
0.08,0.13
0.0036,0.014
68.95575,0.03625
0.01,0.15
3.31,1.69
2.53,1.56
0.12,0.06
0.07,0.17
0.03,0.3
0.02,0.04
47.082306,55.175076
0.001,0.0075
0.03,0.08
0.04,0.04
0.14,0.2
0.34,1.22
0.05,0.450022
0.16,0.07
0.18,0.809999
1e-04,0.08
0.04,0.09
0.1,0.23
8.48,15.21
6.4,14.34
3.26,2.21
0.01,0.1
4.568187,3.565276
0.66,1.04
0.02,0.17
0.4,1.3
0.04,0.2
0.04,0.12
0.05,0.4
0.11,0.2
0.01,0.01
0.05,0.2
0.03,0.1
0.005,0.03
0.32,3.32
0.42,3.44
0.58,0.72
0.06,0.44
0.25,0.35
0.048,0.06
0.36,2.05
0.01,0.04
0.005,0.04
12.4,16
0.03,0.04
0.01,0.02
0.11,0.7
0.002,0.005
0.0085,0.01
0.12,0.14
0.09,0.05
0.05,0.02
0.04,0.05
0.02,0.04
0.95,0.64
0.01,0.09
0.12,0.062
0.01,0.01
2.420319,11.327799
1.842044,10.704186
0.04,0.08
0.06,0.07
1.95,2.52
7.33,3.83
2.05,6.91
0.1,0.13
0.16,0.32
0.0225,0.02625
0.07,0.095
0.02,0.13
0.0015,0.05
3e-04,0.0135
70.754501,88.473389
44.259651,81.670662
2.56,23.299999
18.871107,21.943336
16.071383,12.788395
0.009,0.296
2.420303,4.56278
1.6,7.54
2.35,3.55
2.3,3.35
7.61,36.413837
5.77,34.73188
2.49,6.74
0.24,0.59
6.3331,6.535612
0.2,0.5
0.14,0.1
0.88,2.06
4.15,5.8
0.002,0.015
0.54,1.31
7.65,39.700001
3.875096,10.793657
20.36764,42.264618
0.03,0.04
0.03,0.1
23.585339,38.799084
9.17,4.49
2.48,3.92
0.01,0.021937
21.697802,28.298277
28.631338,29.702724
0.07,0.21
0.22,0.25
0.56,0.9
0.11,0.02
0.014,1.25
36.43,34.259998
0.52,1.52
0.41,0.65
7.81,23.727503
4.74882,7.251822
0.74,0.94
109.99649,82.528244
0.00246,0.0443
50.880001,49.259998
8.01,24.4
0.13,0.2
15.25,69.539215
1.45,3.7
47.559952,59.037727
15.190351,30.703459
9.31,35.860001
0.015,0.04
32.099998,46.130001
0.54,0.85
16.083681,31.238705
4.47,6.01
0.1,0.21
0.02,0.18
0.04,0.14
0.04,0.19
36.700436,24.658888
0.89,1.45
4.34,16.433481
41.538757,53.965714
68.290001,40.240002
0.005,0.075
0.01,0.13
0.05,0.33
16.950001,15.61
0.14,0.275
0.01,0.04
0.11,0.13
26.605059,26.017195
9.570868,16.791307
2.669045,11.637746
51.982407,65.695625
0.06,0.18
1.9,25.41586
0.88,8.250413
7.956795,14.585855
15.862038,15.095124
0.8,1.55
26.443855,25.661524
77.624626,76.891167
2.96,3.31
77.677528,85.334358
0.17,8.3
0.84,6.876818
0.15,0.18
0.003,0.0079
0.99,4.6
0.45,1.8
10.251493,19.237133
1.65,3.15
10.444272,8.136488
3.27,7.2
2.49,6.79
0.06,0.07
0.06,0.09
35.830002,59
1.49,4.72
0.2,0.58
58.024147,71.202454
0.18,0.3
0.06,0.12
0.001,0.06
0.04,0.1
0.12,0.18
131,105.400002
0.76,1.97
0.7,0.62
6.3,7.94
0.08,0.04
0.06,0.47
7,10.17
10.19,26.26
6.276388,20.313112
0.0046,0.06
7.7,16
3.41134,18.479895
0.02,0.01
2.98,30.75
0.11,0.3
0.32,0.37
1.72,8.24
0.23,0.07
0.6,2.82
16.989981,32.015099
0.52,0.55
22.91,16.940001
0.04,0.2
11.82,34.09
6.79193,13.99036
2.72,3.44964
3.04,6.359
2.85,19.583628
0.06,0.4
0.3,1
0.01,0.01
0.03,0.539995
29.37384,52.31242
7.056137,20.420546
51.858112,59.962475
1.68,1.19
0.25,0.5
0.06,0.33
33.310001,23.82
0.0014,0.034
0.08,4.9
0.01,0.01
0.0011,1.16
0.02,0.25
5.69,7.42
2.35,1.3
11.16,39.200001
69.309181,75.417099
0.02,0.04
0.03,0.1
0.96,14.5
0.001,0.001
2.687053,14.397823
0.01,0.03
6.91,7.79
0.873871,1.104194
17.392681,13.881295
14.08,33.459999
56.18,57.380001
1.91292,4.895115
1.014627,10.181266
0.02,0.02
7.154694,11.236123
16.799999,21.199999
0.115,1.18
0.01,0.17
0.043182,0.136364
0.05,0.22
0.36,1.03
0.1,0.06
0.388889,1.088888
0.02,0.03
1e-04,11324.97168
5.76,16.799999
0.94,0.69
29.754959,25.591587
1.56,1.75
1.15,1.07
122.955498,174.666473
55,47.5
0.26,0.43
0.01,0.02
0.08,0.29167
0.335,0.065
0.2,7e-04
0.21,1.02
8.41,5.39
38.454376,74.299438
0.28,7
0.12,0.38
257.419495,322.07843
2.5,39.200001
1.82,5
0.02,0.1
0.061,0.28
0.06,0.82
0.95,2.83
0.055,0.9
0.02,0.01
10.498234,14.220439
6.44,24.16
0.24,0.6
5.376297,23.277021
2.345545,6.051728
2.40014,5.780207
4.108779,7.251889
0.035,0.07
0.06,0.24
0.12,0.1
0.699999,3.149997
0.08,0.41
0.08,0.07
0.25,0.02
36.580013,67.894737
0.1,1
16.24,38.200001
2.55,0.92
3.8,3.05
0.68,2.8
6,62
56.700001,274
4.16,3.45
0.16,1.02
27.108953,31.032223
0.07,0.02
1.01,4.48
0.15,2.95
2.41,2.84
4e-04,0.0014
33.299999,40.700001
1,2.9
3.8,9.9
4.370624,6.567636
3.298091,6.257167
0.55,0.69
4.04,6.65
4.81,26.940687
0.377104,1.366512
9e-04,0.068
0.06,0.1
3.720007,12.240025
0.125,0.1
1.78,5.56
42.560944,48.505669
4.074166,11.162886
0.02,0.06
0.08,0.13
0.02,0.07
0.004,0.03
0.3,0.8
0.2,2.4
0.12,1
7.31,18.66
0.99,1.259987
1.774345,5.901476
1.49,1.95
0.05,0.1
0.04,0.04
0.08,0.600001
2.31,0.7
0.02,0.07
0.08,0.075
0.025,0.025
0.02,0.04
0.09,0.22
0.05,0.1
0.02,0.06
0.02,0.1
0.19,1.28
0.17,0.19
0.14,0.960019
0.41,2.27
0.31,2.14
0.125,0.16
0.05,0.3
0.01,0.04
22.388496,28.818396
0.8,0.913357
0.16,0.16
0.005,0.06
0.02,0.07
0.157895,0.105263
0.15,0.39
12.68773,10.823154
0.08,0.06
0.14,0.15
0.03,0.06
0.0104,0.29
0.0191,0.115
0.02,0.03
0.042,0.0307
0.1,0.61
0.05,0.04
0.01,0.15
0.65,2.1
0.19,0.09
0.01,0.04
0.04,0.04
0.31,2.599996
0.3,1.06
0.04,0.13
0.14,0.1
1.8,0.85
0.03,0.09
0.02,0.03
0.13,0.94
0.02,0.07
0.4,0.25
1.42,0.85
0.015,0.075
0.06,0.04
0.015,0.075
0.38,1.01
0.36,0.53
0.12,0.1
0.01,0.01
0.15,2.51
0.01,0.02
0.17,0.83
1.29,1.47
0.99,1.43
0.105,0.115
0.01,0.03
0.22,0.225
0.36,1
0.16,0.19
1.93,0.305
0.03,0.03
0.01,0.05
0.01,0.01
0.08,0.18
0.02,0.09
0.04,0.1
0.68,2.47
0.02,0.04
0.025,0.05
0.04,0.1
0.005,0.034
0.17,0.78
0.04,0.359996
0.04,0.085
0.003,0.6
34.790241,55.160252
32.973202,50.100624
0.04,0.7
0.1,1.1
0.04,0.17
0.14,0.185
0.045,0.2
0.06,0.5
0.04,0.07
0.17,0.6
0.03,0.4
0.56,0.81
0.01,0.04
0.02,0.03
0.05,0.2
0.01,0.04
0.0475,0.15
0.02,0.5
0.09,0.1
0.32,0.375
17.892708,18.624599
13.589469,17.684019
0.04,0.04
0.015,0.04
0.02,0.04
0.21,0.21
0.02,0.3
0.005,0.025
0.015,0.045
0.1,0.62
0.07,0.08
0.15,0.13
0.03,0.06
0.24,0.2
0.04,0.07
0.06,0.07
0.05,0.04
0.62,2.2
0.005,0.07
0.03,0.02
0.02,0.02
0.03,0.15
0.005,0.06
0.05,0.25
0.023,0.035
0.05,0.4
0.05,0.04
0.045,0.075
1.89,3.92
1.66,4.35
0.180952,0.144762
3.97,19.972208
4.78,15.74
0.15,0.45
0.04,0.35
0.045,0.47
0.08,0.43
0.18,0.31
0.02,0.07
0.11,0.07
78.103027,67.104912
6.32,12.578242
0.025,0.115
0.04,0.07
0.4,2.6
0.45,0.4
0.055,0.08
0.09,0.05
0.29,0.48001
0.06,0.04
0.03,0.08
0.02,0.07
0.06,0.11
0.02,0.134999
0.24,0.15
0.025,0.25
0.86,1.18
0.09,0.14
0.02,0.25
0.03,0.04
0.03,0.1
0.06,1.8
0.64,1.2
0.49,1.16
0.12,1.3
1.05,1.37
0.05,0.2
0.1,0.06
0.002,0.004
0.03,0.07
0.35,1.2
0.015,0.0215
0.14,0.21
0.035,0.115
0.02,0.02
0.06,0.1
0.02,0.14
1.07,0.7
0.55,0.6
0.07,0.13
0.1,0.1
0.08,0.15
0.02,0.09
0.75,1.96
0.12,0.1
0.06,0.07
0.12,0.06
0.16,0.18
0.72,1.48
0.08,0.04
3e-04,0.0014
0.24,0.14
0.01,0.04
0.05,0.2
0.055,0.035
0.04,0.05
13.163005,11.897855
0.01,0.01
0.02,0.05
0.03,0.04
0.01,0.07
0.01,0.02
0.05,0.2
3e-04,0.0104
0.02,0.04
0.04,0.15
6.846234,17.20031
0.79,1.34
0.02,0.04
0.2,0.1
0.12,0.22
0.16,0.52
0.03,0.35
0.06,0.4
0.09,0.4
0.36,1.7
0.1,0.15
0.01,0.03
0.05,0.01
0.1,0.7
0.55,0.9
0.02,0.14
0.24,0.75
0.29,0.25
0.02,0.14
3.51,6.2
0.01,0.04
0.09,0.05
0.03,0.08
0.09,0.24
3.5,1.61
0.02,0.02
0.23,1
0.27,0.57
3e-04,25.000002
0.1,1
0.16,0.37
1e-04,0.0012
0.003,0.0373
0.0017,0.0268
0.04,0.1
0.3,0.43
0.12,0.17
0.43,0.15
0.03,0.031
4e-04,2.62
0.05,0.06
0.03,0.055
0.07,0.3
0.08,0.04
0.16,0.23
1.483463,0.825658
0.07,0.48
0.03,0.1
4.47,4.34
0.3,1.01
0.01,0.03
0.22,0.2
0.04,0.1
0.05,0.13
4.023167,6.446185
0.3,0.5
0.799596,0.801137
0.01,0.03
0.385,0.45
0.04,0.21
30.526825,28.401537
0.03,0.47
0.056,0.06
0.86,1.6875
0.907299,2.678105
0.1,0.7
0.19,0.24
0.02,0.35
0.08,0.179998
0.09,0.1
0.03,0.07
0.02,0.04
0.18,0.6
0.18,0.06
0.05,0.11
0.05,0.15
3.64,7.796748
0.02,0.07
0.63,1.09
0.11,0.19
0.03,0.16
0.03,0.15
0.01,0.03
0.1,0.35
0.01,0.04
0.085,0.05
0.85,1.38
0.06,0.599999
0.005,0.055
0.01,0.02
0.08,0.33
0.003,0.055
0.01,0.03
0.09,0.22
30.50972,142.742691
0.35,0.45
0.12,0.4
0.03,0.01
0.1,0.9
0.02,0.07
0.16,0.48
0.06,0.070001
0.062,0.07
0.11,0.71
0.1,0.3
0.02,0.180004
0.11,0.15
0.216667,0.026852
0.03,0.09
0.105,0.08
0.6,1.95
0.03,0.05
0.06,0.17
0.035,1.1
0.01,0.01
0.01,0.05
0.035,2.35
0.02,0.01
0.005,0.2
0.36,0.41
0.02,0.360007
0.1,0.4
0.105,0.3
0.01,0.01
0.6,2.09
0.06,0.5
0.39,0.78
0.015,0.015
0.03,0.12
0.02,0.04
0.09,0.34
0.09,0.14
0.55,1.9
4.92,2.87
0.01,0.05
0.055,0.08
0.33,0.22
0.22,0.05
0.09,0.21
7,13.000001
0.9,1.19
0.18,0.51
0.01,0.03
0.03,0.07
0.03,0.04
0.02,0.07
0.22,0.51
0.02,0.69
0.04,0.05
1.5,4.18
0.1,0.4
0.02,0.119999
0.02,0.07
0.15,0.45
0.01,0.14
0.12,0.36
0.02,0.1
0.04,0.06
0.18,0.67
0.12,0.05
0.09,0.14
0.15,0.37
9e-04,0.0012
0.05,0.24
0.2,0.14
0.03,0.06
0.02,0.16
0.01,0.02
3.4,11.7
2.9,11.1
0.04,0.1
1.2,0.82
0.92,0.78
7.04,8.85
5,12.999999
0.03,3
0.14,0.42
0.1,0.35
0.09,0.23
0.01,0.03
0.03,0.07
0.02,0.06
0.16,0.05
0.1,0.15
0.1,0.58
0.01,0.13
0.05,0.15
0.14,0.07
0.03,0.16
0.14,0.32
0.28,0.27
0.05,0.17
0.05,0.05
0.04,0.21
0.04,0.23
0.05,0.14
0.2,0.6
0.02,0.04
0.045,0.19
0.09,0.14
0.03,0.51
0.105,0.899999
0.07,0.2
0.12,0.04
0.02,0.02
34.828899,39.177494
0.16,0.46
0.04,0.2
0.17,0.12
0.02,0.04
0.045,1.75
0.22,0.3
0.3,0.7
0.03,0.05
0.02,0.14
0.02,2.1
0.68,0.71
0.0165,0.01
0.25,0.38
0.03,0.6
1.05,1.63
0.79,1.54
0.105,0.225
0.01,0.03
0.08,0.17
0.145,0.24
0.02,0.65
0.03,0.1
0.01,0.04
0.06,0.3
0.065,0.2
0.01,0.02
0.89,0.18
0.05,0.055
0.05,0.04
0.09,0.076667
0.03,0.05
8.41,5.39
0.008,0.012
1.21,3.525556
0.15,0.19
0.1,0.2
0.02,0.1
0.04,0.17
0.08,0.4
0.61,0.06
0.01,0.04
0.065,0.19
0.03,0.08
0.03,1.80036
0.11,0.08
0.08,0.04
0.12,0.4
1.75,3
0.01,0.01
0.055,0.22
0.01,0.01
0.03,0.022
0.02,0.04
0.1,0.24
0.4,0.15
0.01,0.08
0.4,0.727273
0.01,0.03
9.55,11.39
0.78,0.52
0.01,0.07
0.27,0.42
0.4,0.1
0.1,0.92
0.1,3
0.0015,0.015
10.725436,18.062622
0.09,0.3
0.05,0.08
0.63,2.15
0.48,2.06
7.073628,23.021162
0.08,0.06
0.08,0.14
0.08,0.14
0.055,0.18
0.71,3.87
0.19,0.2
0.36,3.719851
0.21,0.68
0.04,0.16
0.15,0.34
0.9,0.59
0.04,0.1
0.017,0.026
0.09,0.22
0.55,0.5
0.05,0.1
0.18,0.28
0.01,0.01
0.14,0.09
0.7,0.66
2.98,4.01848
3.94,5.48
0.03,0.11
19.778244,22.464378
0.04,0.13
0.3,0.28
0.18,0.47
0.55,1.18
0.1,0.120002
0.88,1.09
0.67,1.03
0.02,0.06
1.24,2.35
5.22,4.86
10.319995,38.519985
0.12,0.05
